Parameters: 413588 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
Epoch No.: 0	Train Loss = 2.3818	 mIOU(val) = 0.0952	 best_mIOU_val(val) = 0.0952	 best_mIOU_per_class(val) = [[np.float64(0.014715495151285894), np.float64(0.019109557795045223), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.6185790196145735), np.float64(0.0), np.float64(0.39454647191605574), np.float64(0.0), np.float64(0.0), np.float64(0.0)]]	 best_acc(val) = 0.1752	 lr= 0.001000 
Epoch No.: 217	Train Loss = 1.3526	 mIOU(val) = 0.4211	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 218	Train Loss = 1.3606	 mIOU(val) = 0.4149	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 219	Train Loss = 1.3604	 mIOU(val) = 0.4081	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 220	Train Loss = 1.3553	 mIOU(val) = 0.4192	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 221	Train Loss = 1.3569	 mIOU(val) = 0.4092	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 222	Train Loss = 1.3564	 mIOU(val) = 0.4191	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 223	Train Loss = 1.3599	 mIOU(val) = 0.4184	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 224	Train Loss = 1.3547	 mIOU(val) = 0.4205	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 225	Train Loss = 1.3601	 mIOU(val) = 0.3981	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 226	Train Loss = 1.3591	 mIOU(val) = 0.4114	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 227	Train Loss = 1.3623	 mIOU(val) = 0.4080	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 228	Train Loss = 1.3613	 mIOU(val) = 0.4148	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 229	Train Loss = 1.3608	 mIOU(val) = 0.4100	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000160 

Epoch No.: 230	Train Loss = 1.3586	 mIOU(val) = 0.4009	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 231	Train Loss = 1.3608	 mIOU(val) = 0.4187	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 232	Train Loss = 1.3603	 mIOU(val) = 0.4191	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 233	Train Loss = 1.3597	 mIOU(val) = 0.4193	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 234	Train Loss = 1.3592	 mIOU(val) = 0.4058	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 235	Train Loss = 1.3616	 mIOU(val) = 0.4088	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 236	Train Loss = 1.3584	 mIOU(val) = 0.4152	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 237	Train Loss = 1.3647	 mIOU(val) = 0.4186	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 238	Train Loss = 1.3620	 mIOU(val) = 0.4163	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000147 

Epoch No.: 239	Train Loss = 1.3615	 mIOU(val) = 0.4182	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000147 

Epoch No.: 240	Train Loss = 1.3617	 mIOU(val) = 0.4166	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 241	Train Loss = 1.3667	 mIOU(val) = 0.4024	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 242	Train Loss = 1.3610	 mIOU(val) = 0.4122	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 243	Train Loss = 1.3632	 mIOU(val) = 0.4152	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 244	Train Loss = 1.3662	 mIOU(val) = 0.4184	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 245	Train Loss = 1.3621	 mIOU(val) = 0.4094	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 246	Train Loss = 1.3616	 mIOU(val) = 0.4148	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 247	Train Loss = 1.3655	 mIOU(val) = 0.4099	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 248	Train Loss = 1.3595	 mIOU(val) = 0.4161	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 249	Train Loss = 1.3677	 mIOU(val) = 0.4110	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000135 

Epoch No.: 250	Train Loss = 1.3574	 mIOU(val) = 0.4121	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 251	Train Loss = 1.3614	 mIOU(val) = 0.4166	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 252	Train Loss = 1.3661	 mIOU(val) = 0.4160	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 253	Train Loss = 1.3616	 mIOU(val) = 0.4113	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 254	Train Loss = 1.3630	 mIOU(val) = 0.4211	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 255	Train Loss = 1.3575	 mIOU(val) = 0.4160	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 256	Train Loss = 1.3625	 mIOU(val) = 0.4179	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 257	Train Loss = 1.3645	 mIOU(val) = 0.4087	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 258	Train Loss = 1.3577	 mIOU(val) = 0.4150	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 259	Train Loss = 1.3625	 mIOU(val) = 0.4093	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000124 

Epoch No.: 260	Train Loss = 1.3619	 mIOU(val) = 0.4196	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 261	Train Loss = 1.3582	 mIOU(val) = 0.4123	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 262	Train Loss = 1.3607	 mIOU(val) = 0.4088	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 263	Train Loss = 1.3597	 mIOU(val) = 0.4133	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 264	Train Loss = 1.3607	 mIOU(val) = 0.4160	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 265	Train Loss = 1.3571	 mIOU(val) = 0.4136	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 266	Train Loss = 1.3594	 mIOU(val) = 0.4169	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 267	Train Loss = 1.3539	 mIOU(val) = 0.4175	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 

Epoch No.: 268	Train Loss = 1.3630	 mIOU(val) = 0.4153	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5099	 lr= 0.000114 
